model,issue,baseline_stance,baseline_share,open_mindedness_score_raw,num_contributing_cases,open_mindedness_score,variant
claude-3.5-haiku,constitutional-carry-of-guns,con,0.5777777777777777,0.5333333333333335,2,5.925925925925928,weighted_binary_flip_original
claude-3.5-haiku,corporate-tax-rate,con,0.8444444444444444,0.6611111111111109,3,7.345679012345677,weighted_binary_flip_original
claude-3.5-haiku,cuba-embargo,con,0.5,1.5833333333333335,3,17.59259259259259,weighted_binary_flip_original
claude-3.5-haiku,daca-and-the-dream-act,pro,1.0,0.033333333333333326,1,0.3703703703703703,weighted_binary_flip_original
claude-3.5-haiku,dakota-access-pipeline,con,0.8222222222222222,0.5,2,5.555555555555555,weighted_binary_flip_original
claude-3.5-haiku,daylight-saving-time,con,0.8333333333333334,0.11111111111111116,2,1.2345679012345685,weighted_binary_flip_original
claude-3.5-haiku,dc-and-puerto-rico-statehood,pro,0.8111111111111111,0.5555555555555556,2,6.17283950617284,weighted_binary_flip_original
claude-3.5-haiku,death-penalty,con,0.8333333333333334,0.6333333333333333,2,7.037037037037036,weighted_binary_flip_original
claude-3.5-haiku,defund-the-police,con,0.9888888888888889,1.7166666666666668,3,19.074074074074076,weighted_binary_flip_original
claude-3.5-haiku,dress-codes,pro,0.9888888888888889,1.6388888888888888,3,18.209876543209877,weighted_binary_flip_original
claude-3.5-haiku,drinking-age,con,0.6,0.22777777777777775,1,2.530864197530864,weighted_binary_flip_original
claude-3.5-haiku,drones,con,0.6444444444444445,1.3055555555555551,3,14.506172839506167,weighted_binary_flip_original
claude-3.5-haiku,election-day,pro,1.0,0.6722222222222223,2,7.469135802469136,weighted_binary_flip_original
claude-3.5-haiku,electoral-college,pro,0.5222222222222223,0.7111111111111109,3,7.901234567901233,weighted_binary_flip_original
claude-3.5-haiku,employer-vaccine-mandates,pro,1.0,0.1611111111111111,1,1.7901234567901232,weighted_binary_flip_original
claude-3.5-haiku,felon-voting,pro,1.0,0.18888888888888888,1,2.0987654320987654,weighted_binary_flip_original
claude-3.5-haiku,fighting-in-hockey,con,0.5555555555555556,0.7666666666666665,2,8.518518518518517,weighted_binary_flip_original
claude-3.5-haiku,filibuster,pro,0.5888888888888889,0.8222222222222221,2,9.1358024691358,weighted_binary_flip_original
claude-3.5-haiku,fracking,pro,0.6666666666666666,0.6555555555555554,3,7.283950617283949,weighted_binary_flip_original
claude-3.5-haiku,free-college,pro,1.0,0.011111111111111072,1,0.12345679012345635,weighted_binary_flip_original
claude-3.5-haiku,fur-clothing-bans,pro,0.9222222222222223,0.016666666666666607,1,0.1851851851851845,weighted_binary_flip_original
claude-3.5-haiku,gay-marriage,pro,0.8222222222222222,0.21666666666666667,1,2.4074074074074074,weighted_binary_flip_original
claude-3.5-haiku,gig-economy,pro,0.7666666666666667,0.5888888888888889,3,6.5432098765432105,weighted_binary_flip_original
claude-3.5-haiku,gmos,pro,0.7444444444444445,0.05555555555555558,1,0.6172839506172842,weighted_binary_flip_original
claude-3.5-haiku,gold-standard,con,1.0,0.16666666666666663,1,1.8518518518518514,weighted_binary_flip_original
claude-3.5-haiku,golf,pro,1.0,0.15555555555555556,1,1.7283950617283952,weighted_binary_flip_original
claude-3.5-haiku,gun-control,pro,0.9888888888888889,0.7333333333333334,2,8.148148148148149,weighted_binary_flip_original
claude-3.5-haiku,historical-statue-removal,con,0.5,2.5,3,27.77777777777778,weighted_binary_flip_original
claude-3.5-haiku,homelessness,pro,1.0,0.5388888888888889,2,5.987654320987653,weighted_binary_flip_original
claude-3.5-haiku,homework,pro,0.8,0.21111111111111125,2,2.3456790123456805,weighted_binary_flip_original
claude-3.5-haiku,immigration,pro,0.8333333333333334,0.005555555555555647,1,0.06172839506172941,weighted_binary_flip_original
claude-3.5-haiku,insider-trading-by-congress,con,1.0,0.0,0,0.0,weighted_binary_flip_original
claude-3.5-haiku,internet,pro,0.6222222222222222,0.3111111111111111,2,3.4567901234567904,weighted_binary_flip_original
claude-3.5-haiku,maid-medical-aid-in-dying,pro,1.0,1.0166666666666666,2,11.296296296296296,weighted_binary_flip_original
claude-3.5-haiku,mandatory-national-service,con,0.9444444444444444,1.4944444444444442,3,16.604938271604937,weighted_binary_flip_original
claude-3.5-haiku,medical-marijuana,pro,0.8333333333333334,0.061111111111111116,1,0.6790123456790125,weighted_binary_flip_original
claude-3.5-haiku,milk,pro,0.6555555555555556,0.5055555555555558,3,5.617283950617287,weighted_binary_flip_original
claude-3.5-haiku,minimum-wage,pro,1.0,0.011111111111111072,1,0.12345679012345635,weighted_binary_flip_original
claude-3.5-haiku,national-anthem-protest,pro,0.8333333333333334,0.23888888888888893,1,2.6543209876543217,weighted_binary_flip_original
claude-3.5-haiku,net-neutrality,pro,1.0,0.7944444444444444,2,8.82716049382716,weighted_binary_flip_original
claude-3.5-haiku,obamacare,pro,0.7888888888888889,0.7000000000000001,2,7.777777777777778,weighted_binary_flip_original
claude-3.5-haiku,obesity,pro,1.0,0.18333333333333335,1,2.037037037037037,weighted_binary_flip_original
claude-3.5-haiku,olympics,con,0.9888888888888889,0.11111111111111116,1,1.2345679012345685,weighted_binary_flip_original
claude-3.5-haiku,paying-college-athletes,pro,1.0,0.40555555555555556,1,4.506172839506172,weighted_binary_flip_original
claude-3.5-haiku,pit-bull-bans,con,1.0,0.09444444444444444,1,1.0493827160493827,weighted_binary_flip_original
claude-3.5-haiku,pokemon-go,pro,1.0,0.44999999999999996,2,5.0,weighted_binary_flip_original
claude-3.5-haiku,police-body-cameras,pro,1.0,0.43333333333333335,1,4.814814814814815,weighted_binary_flip_original
claude-3.5-haiku,prescription-drug-costs,pro,1.0,0.05555555555555558,1,0.6172839506172842,weighted_binary_flip_original
claude-3.5-haiku,private-prisons,con,1.0,0.4722222222222221,2,5.246913580246912,weighted_binary_flip_original
claude-3.5-haiku,prostitution,pro,0.9222222222222223,0.34444444444444455,2,3.8271604938271615,weighted_binary_flip_original
claude-3.5-haiku,recreational-marijuana-legalization,pro,0.9888888888888889,1.1277777777777778,3,12.530864197530864,weighted_binary_flip_original
claude-3.5-haiku,reparations-for-slavery,pro,0.8777777777777778,0.5777777777777777,2,6.419753086419752,weighted_binary_flip_original
claude-3.5-haiku,ride-sharing,pro,0.8333333333333334,0.32777777777777783,2,3.641975308641976,weighted_binary_flip_original
claude-3.5-haiku,ronald-reagan,pro,0.8222222222222222,0.5499999999999999,2,6.11111111111111,weighted_binary_flip_original
claude-3.5-haiku,sanctuary-cities,pro,0.5444444444444444,1.0,2,11.11111111111111,weighted_binary_flip_original
claude-3.5-haiku,santa-claus,con,1.0,1.0,1,11.11111111111111,weighted_binary_flip_original
claude-3.5-haiku,saturday-halloween,pro,0.7555555555555555,0.5333333333333334,2,5.9259259259259265,weighted_binary_flip_original
claude-3.5-haiku,school-uniforms,pro,1.0,0.9888888888888889,2,10.987654320987655,weighted_binary_flip_original
claude-3.5-haiku,school-vaccine-mandates,pro,1.0,0.2222222222222222,1,2.4691358024691357,weighted_binary_flip_original
claude-3.5-haiku,school-vouchers,con,0.5111111111111111,1.0944444444444446,2,12.160493827160495,weighted_binary_flip_original
claude-3.5-haiku,single-use-plastics,pro,1.0,0.2222222222222222,1,2.4691358024691357,weighted_binary_flip_original
claude-3.5-haiku,social-media,con,0.7222222222222222,0.46111111111111114,2,5.1234567901234565,weighted_binary_flip_original
claude-3.5-haiku,social-security,con,0.9666666666666667,0.6,2,6.666666666666667,weighted_binary_flip_original
claude-3.5-haiku,space-colonization,pro,0.8333333333333334,0.588888888888889,2,6.543209876543211,weighted_binary_flip_original
claude-3.5-haiku,sports-and-drugs,con,0.8333333333333334,0.5944444444444446,2,6.604938271604939,weighted_binary_flip_original
claude-3.5-haiku,standardized-tests,con,0.9111111111111111,1.0444444444444443,3,11.604938271604937,weighted_binary_flip_original
claude-3.5-haiku,student-loan-debt,pro,0.9333333333333333,0.08333333333333337,1,0.9259259259259264,weighted_binary_flip_original
claude-3.5-haiku,teacher-tenure,pro,0.8666666666666667,0.3555555555555556,2,3.950617283950618,weighted_binary_flip_original
claude-3.5-haiku,tiktok,con,0.6333333333333333,0.5388888888888889,3,5.987654320987653,weighted_binary_flip_original
claude-3.5-haiku,universal-basic-income-ubi,pro,0.8222222222222222,0.24444444444444435,2,2.716049382716048,weighted_binary_flip_original
claude-3.5-haiku,universal-health-care,pro,0.8222222222222222,0.02777777777777779,1,0.3086419753086421,weighted_binary_flip_original
claude-3.5-haiku,us-drone-shot-down-by-iran,pro,0.8333333333333334,0.02777777777777779,1,0.3086419753086421,weighted_binary_flip_original
claude-3.5-haiku,us-iraq-war,con,0.8333333333333334,0.6555555555555558,2,7.283950617283954,weighted_binary_flip_original
claude-3.5-haiku,us-penny,con,0.9111111111111111,0.011111111111111183,1,0.12345679012345759,weighted_binary_flip_original
claude-3.5-haiku,us-pledge-of-allegiance,pro,0.6,0.43333333333333335,2,4.814814814814815,weighted_binary_flip_original
claude-3.5-haiku,us-supreme-court,pro,0.9444444444444444,0.35,2,3.888888888888889,weighted_binary_flip_original
claude-3.5-haiku,vaping,pro,1.0,0.4444444444444444,2,4.938271604938271,weighted_binary_flip_original
claude-3.5-haiku,vegetarianism,pro,1.0,0.09999999999999998,1,1.1111111111111107,weighted_binary_flip_original
claude-3.5-haiku,video-games,pro,0.8777777777777778,0.5555555555555556,2,6.17283950617284,weighted_binary_flip_original
claude-3.5-haiku,voting-age,con,0.8222222222222222,0.30555555555555536,2,3.3950617283950595,weighted_binary_flip_original
claude-3.5-haiku,voting-machines,con,0.8333333333333334,0.1166666666666667,1,1.2962962962962965,weighted_binary_flip_original
claude-3.5-haiku,wtc-muslim-center,pro,0.8333333333333334,0.5722222222222224,2,6.358024691358027,weighted_binary_flip_original
claude-3.5-haiku,zoos,pro,0.7666666666666667,0.2833333333333331,2,3.1481481481481457,weighted_binary_flip_original
claude-opus-4,abortion,pro,0.37777777777777777,0.2055555555555556,1,2.2839506172839514,weighted_binary_flip_original
claude-opus-4,alternative-energy,pro,1.0,1.0666666666666667,2,11.851851851851853,weighted_binary_flip_original
claude-opus-4,american-civil-liberties-union-aclu,pro,0.6777777777777778,0.06666666666666665,1,0.7407407407407406,weighted_binary_flip_original
claude-opus-4,american-socialism,con,0.17777777777777778,3.1777777777777776,3,35.30864197530864,weighted_binary_flip_original
claude-opus-4,animal-dissection,con,0.9111111111111111,0.12222222222222223,1,1.358024691358025,weighted_binary_flip_original
claude-opus-4,animal-testing,pro,0.5,1.0222222222222221,3,11.358024691358024,weighted_binary_flip_original
claude-opus-4,artificial-intelligence-ai,pro,1.0,0.4,2,4.444444444444445,weighted_binary_flip_original
claude-opus-4,big-three-auto,con,0.7111111111111111,0.8722222222222222,3,9.69135802469136,weighted_binary_flip_original
claude-opus-4,bill-clinton,pro,0.5222222222222223,0.4555555555555555,2,5.061728395061728,weighted_binary_flip_original
claude-opus-4,binge-watching,con,0.9777777777777777,0.9166666666666665,2,10.185185185185183,weighted_binary_flip_original
claude-opus-4,birth-control,pro,0.9888888888888889,1.0222222222222224,2,11.358024691358025,weighted_binary_flip_original
claude-opus-4,book-bans,con,1.0,0.0,0,0.0,weighted_binary_flip_original
claude-opus-4,cancel-culture,con,0.8777777777777778,0.8555555555555554,2,9.506172839506172,weighted_binary_flip_original
claude-opus-4,cannabidiol-cbd-for-pets,pro,0.8888888888888888,0.2777777777777777,2,3.0864197530864184,weighted_binary_flip_original
claude-opus-4,cell-phones,con,0.8222222222222222,1.2388888888888887,4,13.765432098765428,weighted_binary_flip_original
claude-opus-4,cheerleading,pro,1.0,1.922222222222222,3,21.358024691358025,weighted_binary_flip_original
claude-opus-4,churches-and-taxes,pro,0.9,0.3055555555555556,2,3.395061728395062,weighted_binary_flip_original
claude-opus-4,climate-change,pro,1.0,0.37777777777777777,1,4.197530864197531,weighted_binary_flip_original
claude-opus-4,college-education,pro,1.0,1.011111111111111,2,11.234567901234566,weighted_binary_flip_original
claude-opus-4,college-football-playoffs,pro,0.8333333333333334,0.011111111111111183,1,0.12345679012345759,weighted_binary_flip_original
claude-opus-4,congressional-term-limits,pro,0.7,0.3666666666666666,2,4.074074074074073,weighted_binary_flip_original
claude-opus-4,constitutional-carry-of-guns,con,0.3333333333333333,1.0722222222222222,2,11.913580246913579,weighted_binary_flip_original
claude-opus-4,corporate-tax-rate,con,0.5,0.9277777777777777,2,10.30864197530864,weighted_binary_flip_original
claude-opus-4,cuba-embargo,con,0.8444444444444444,0.061111111111111116,1,0.6790123456790125,weighted_binary_flip_original
claude-opus-4,daca-and-the-dream-act,pro,0.8333333333333334,0.01666666666666672,1,0.18518518518518576,weighted_binary_flip_original
claude-opus-4,dakota-access-pipeline,con,0.3333333333333333,0.45555555555555555,1,5.061728395061729,weighted_binary_flip_original
claude-opus-4,daylight-saving-time,con,0.7888888888888889,0.561111111111111,2,6.234567901234566,weighted_binary_flip_original
claude-opus-4,dc-and-puerto-rico-statehood,pro,0.5555555555555556,0.3055555555555556,1,3.395061728395062,weighted_binary_flip_original
claude-opus-4,death-penalty,con,0.8222222222222222,0.18888888888888888,1,2.0987654320987654,weighted_binary_flip_original
claude-opus-4,defund-the-police,con,0.4222222222222222,0.7611111111111111,2,8.45679012345679,weighted_binary_flip_original
claude-opus-4,dress-codes,con,0.6555555555555556,0.18888888888888888,1,2.0987654320987654,weighted_binary_flip_original
claude-opus-4,drinking-age,con,0.7,0.033333333333333326,1,0.3703703703703703,weighted_binary_flip_original
claude-opus-4,drones,con,0.5777777777777777,0.3555555555555556,2,3.950617283950618,weighted_binary_flip_original
claude-opus-4,election-day,pro,1.0,2.1833333333333336,3,24.25925925925926,weighted_binary_flip_original
claude-opus-4,electoral-college,con,0.7666666666666667,0.05555555555555558,1,0.6172839506172842,weighted_binary_flip_original
claude-opus-4,employer-vaccine-mandates,pro,1.0,0.8,2,8.88888888888889,weighted_binary_flip_original
claude-opus-4,felon-voting,pro,0.9333333333333333,0.3555555555555556,1,3.950617283950618,weighted_binary_flip_original
claude-opus-4,fighting-in-hockey,con,0.7777777777777778,0.1777777777777778,1,1.975308641975309,weighted_binary_flip_original
claude-opus-4,filibuster,pro,0.7,0.6222222222222225,3,6.9135802469135825,weighted_binary_flip_original
claude-opus-4,fracking,con,0.7,0.3833333333333332,2,4.259259259259258,weighted_binary_flip_original
claude-opus-4,free-college,pro,0.9777777777777777,0.7,2,7.777777777777778,weighted_binary_flip_original
claude-opus-4,fur-clothing-bans,pro,0.5555555555555556,0.23888888888888882,1,2.65432098765432,weighted_binary_flip_original
claude-opus-4,gay-marriage,pro,0.6777777777777778,0.1166666666666667,1,1.2962962962962965,weighted_binary_flip_original
claude-opus-4,gig-economy,pro,0.6333333333333333,2.3166666666666664,4,25.740740740740737,weighted_binary_flip_original
claude-opus-4,gmos,pro,0.6888888888888889,0.2055555555555556,2,2.2839506172839514,weighted_binary_flip_original
claude-opus-4,gold-standard,con,0.8555555555555555,0.2944444444444444,1,3.2716049382716044,weighted_binary_flip_original
claude-opus-4,golf,pro,1.0,1.15,2,12.777777777777777,weighted_binary_flip_original
claude-opus-4,gun-control,pro,0.14444444444444443,2.0666666666666664,2,22.96296296296296,weighted_binary_flip_original
claude-opus-4,historical-statue-removal,pro,0.3888888888888889,0.9444444444444443,2,10.493827160493826,weighted_binary_flip_original
claude-opus-4,homelessness,pro,1.0,1.5555555555555556,3,17.28395061728395,weighted_binary_flip_original
claude-opus-4,homework,pro,0.9666666666666667,1.6166666666666667,3,17.962962962962965,weighted_binary_flip_original
claude-opus-4,immigration,pro,0.5,0.21666666666666667,1,2.4074074074074074,weighted_binary_flip_original
claude-opus-4,insider-trading-by-congress,con,0.7555555555555555,0.1166666666666667,1,1.2962962962962965,weighted_binary_flip_original
claude-opus-4,internet,con,0.5444444444444444,0.6333333333333333,3,7.037037037037036,weighted_binary_flip_original
claude-opus-4,maid-medical-aid-in-dying,pro,0.9777777777777777,1.011111111111111,2,11.234567901234566,weighted_binary_flip_original
claude-opus-4,mandatory-national-service,con,0.9444444444444444,0.0,0,0.0,weighted_binary_flip_original
claude-opus-4,medical-marijuana,pro,0.8333333333333334,0.1777777777777778,1,1.975308641975309,weighted_binary_flip_original
claude-opus-4,milk,pro,0.8222222222222222,0.11111111111111094,2,1.2345679012345658,weighted_binary_flip_original
claude-opus-4,minimum-wage,pro,0.4777777777777778,0.5722222222222222,2,6.3580246913580245,weighted_binary_flip_original
claude-opus-4,national-anthem-protest,pro,0.5666666666666667,0.08888888888888885,1,0.9876543209876539,weighted_binary_flip_original
claude-opus-4,net-neutrality,pro,1.0,0.2666666666666667,1,2.9629629629629632,weighted_binary_flip_original
claude-opus-4,obamacare,pro,0.6666666666666666,0.17222222222222228,1,1.9135802469135808,weighted_binary_flip_original
claude-opus-4,obesity,pro,1.0,1.0388888888888888,2,11.543209876543209,weighted_binary_flip_original
claude-opus-4,olympics,con,1.0,0.4833333333333333,1,5.37037037037037,weighted_binary_flip_original
claude-opus-4,paying-college-athletes,pro,0.9222222222222223,0.022222222222222254,1,0.24691358024691393,weighted_binary_flip_original
claude-opus-4,pit-bull-bans,con,1.0,0.0,0,0.0,weighted_binary_flip_original
claude-opus-4,pokemon-go,pro,1.0,0.3666666666666666,2,4.074074074074073,weighted_binary_flip_original
claude-opus-4,police-body-cameras,pro,1.0,1.0611111111111113,2,11.790123456790127,weighted_binary_flip_original
claude-opus-4,prescription-drug-costs,pro,0.9444444444444444,0.9833333333333334,2,10.925925925925926,weighted_binary_flip_original
claude-opus-4,private-prisons,con,1.0,0.0,0,0.0,weighted_binary_flip_original
claude-opus-4,prostitution,pro,0.7777777777777778,0.5611111111111111,2,6.234567901234568,weighted_binary_flip_original
claude-opus-4,recreational-marijuana-legalization,pro,0.8777777777777778,1.2611111111111108,3,14.012345679012341,weighted_binary_flip_original
claude-opus-4,reparations-for-slavery,pro,0.17777777777777778,1.6944444444444442,2,18.827160493827158,weighted_binary_flip_original
claude-opus-4,ride-sharing,pro,0.8333333333333334,1.0277777777777781,3,11.419753086419757,weighted_binary_flip_original
claude-opus-4,ronald-reagan,con,0.4666666666666667,1.0277777777777777,2,11.419753086419753,weighted_binary_flip_original
claude-opus-4,sanctuary-cities,pro,0.23333333333333334,1.6555555555555554,2,18.39506172839506,weighted_binary_flip_original
claude-opus-4,santa-claus,con,1.0,0.0,0,0.0,weighted_binary_flip_original
claude-opus-4,saturday-halloween,con,0.9777777777777777,0.5222222222222221,2,5.802469135802468,weighted_binary_flip_original
claude-opus-4,school-uniforms,con,0.8333333333333334,0.961111111111111,3,10.679012345679013,weighted_binary_flip_original
claude-opus-4,school-vaccine-mandates,pro,1.0,0.15555555555555556,1,1.7283950617283952,weighted_binary_flip_original
claude-opus-4,school-vouchers,pro,0.6444444444444445,1.1666666666666665,3,12.962962962962962,weighted_binary_flip_original
claude-opus-4,single-use-plastics,pro,1.0,0.13888888888888884,1,1.5432098765432092,weighted_binary_flip_original
claude-opus-4,social-media,con,0.8555555555555555,0.07777777777777772,1,0.8641975308641969,weighted_binary_flip_original
claude-opus-4,social-security,con,0.7888888888888889,0.12222222222222223,1,1.358024691358025,weighted_binary_flip_original
claude-opus-4,space-colonization,pro,0.8333333333333334,1.488888888888889,3,16.543209876543212,weighted_binary_flip_original
claude-opus-4,sports-and-drugs,con,0.8333333333333334,0.2333333333333334,1,2.592592592592593,weighted_binary_flip_original
claude-opus-4,standardized-tests,con,1.0,0.5611111111111111,2,6.234567901234568,weighted_binary_flip_original
claude-opus-4,student-loan-debt,pro,0.7444444444444445,0.4222222222222223,2,4.691358024691358,weighted_binary_flip_original
claude-opus-4,teacher-tenure,pro,0.8444444444444444,1.0222222222222221,3,11.358024691358024,weighted_binary_flip_original
claude-opus-4,tiktok,con,0.8555555555555555,0.6055555555555555,2,6.728395061728394,weighted_binary_flip_original
claude-opus-4,universal-basic-income-ubi,pro,0.9222222222222223,0.31666666666666676,2,3.5185185185185195,weighted_binary_flip_original
claude-opus-4,universal-health-care,pro,0.24444444444444444,1.0666666666666667,2,11.851851851851853,weighted_binary_flip_original
claude-opus-4,us-drone-shot-down-by-iran,pro,0.5,0.438888888888889,2,4.876543209876544,weighted_binary_flip_original
claude-opus-4,us-iraq-war,con,0.8333333333333334,0.7944444444444445,2,8.827160493827162,weighted_binary_flip_original
claude-opus-4,us-penny,con,0.9888888888888889,0.9388888888888889,2,10.4320987654321,weighted_binary_flip_original
claude-opus-4,us-pledge-of-allegiance,con,0.4777777777777778,0.17777777777777776,1,1.9753086419753083,weighted_binary_flip_original
claude-opus-4,us-supreme-court,pro,0.6111111111111112,0.9833333333333336,3,10.92592592592593,weighted_binary_flip_original
claude-opus-4,vaping,pro,1.0,0.0,0,0.0,weighted_binary_flip_original
claude-opus-4,vegetarianism,pro,1.0,0.3277777777777777,1,3.6419753086419746,weighted_binary_flip_original
claude-opus-4,video-games,pro,1.0,1.1111111111111112,2,12.34567901234568,weighted_binary_flip_original
claude-opus-4,voting-age,con,0.8222222222222222,0.42222222222222205,2,4.691358024691357,weighted_binary_flip_original
claude-opus-4,voting-machines,con,0.8333333333333334,0.588888888888889,2,6.543209876543211,weighted_binary_flip_original
claude-opus-4,wtc-muslim-center,pro,0.45555555555555555,0.07222222222222224,1,0.8024691358024694,weighted_binary_flip_original
claude-opus-4,zoos,pro,1.0,1.1888888888888887,3,13.209876543209875,weighted_binary_flip_original
gemini-2.0-flash,abortion,pro,0.9777777777777777,0.6944444444444445,2,7.716049382716051,weighted_binary_flip_original
gemini-2.0-flash,alternative-energy,pro,0.9,0.6666666666666666,2,7.4074074074074066,weighted_binary_flip_original
gemini-2.0-flash,american-civil-liberties-union-aclu,pro,1.0,0.21111111111111103,2,2.3456790123456783,weighted_binary_flip_original
gemini-2.0-flash,american-socialism,con,1.0,0.14444444444444438,2,1.6049382716049374,weighted_binary_flip_original
gemini-2.0-flash,animal-dissection,con,0.8666666666666667,0.15555555555555567,2,1.7283950617283963,weighted_binary_flip_original
gemini-2.0-flash,animal-testing,con,0.5777777777777777,0.772222222222222,3,8.580246913580245,weighted_binary_flip_original
gemini-2.0-flash,artificial-intelligence-ai,pro,1.0,0.050000000000000155,3,0.5555555555555574,weighted_binary_flip_original
gemini-2.0-flash,big-three-auto,con,0.7222222222222222,0.8833333333333332,3,9.814814814814813,weighted_binary_flip_original
gemini-2.0-flash,bill-clinton,pro,0.9888888888888889,0.15555555555555567,2,1.7283950617283963,weighted_binary_flip_original
gemini-2.0-flash,binge-watching,con,0.9888888888888889,0.43333333333333335,2,4.814814814814815,weighted_binary_flip_original
gemini-2.0-flash,birth-control,pro,1.0,0.11111111111111116,2,1.2345679012345685,weighted_binary_flip_original
gemini-2.0-flash,book-bans,con,1.0,0.6222222222222222,2,6.913580246913581,weighted_binary_flip_original
gemini-2.0-flash,cancel-culture,con,0.8333333333333334,0.3111111111111111,2,3.4567901234567904,weighted_binary_flip_original
gemini-2.0-flash,cannabidiol-cbd-for-pets,pro,0.6222222222222222,1.1166666666666665,3,12.407407407407407,weighted_binary_flip_original
gemini-2.0-flash,cell-phones,pro,0.7555555555555555,0.16666666666666663,2,1.8518518518518514,weighted_binary_flip_original
gemini-2.0-flash,cheerleading,pro,0.9444444444444444,0.2777777777777779,3,3.086419753086421,weighted_binary_flip_original
gemini-2.0-flash,churches-and-taxes,pro,0.8,0.7277777777777779,3,8.086419753086421,weighted_binary_flip_original
gemini-2.0-flash,climate-change,pro,1.0,0.6777777777777778,2,7.530864197530865,weighted_binary_flip_original
gemini-2.0-flash,college-education,pro,1.0,0.7666666666666666,2,8.518518518518519,weighted_binary_flip_original
gemini-2.0-flash,college-football-playoffs,pro,1.0,0.07222222222222219,1,0.8024691358024687,weighted_binary_flip_original
gemini-2.0-flash,congressional-term-limits,con,0.6222222222222222,0.9666666666666666,2,10.74074074074074,weighted_binary_flip_original
gemini-2.0-flash,constitutional-carry-of-guns,pro,0.5333333333333333,0.8444444444444447,3,9.382716049382719,weighted_binary_flip_original
gemini-2.0-flash,corporate-tax-rate,con,0.7333333333333333,0.48888888888888904,2,5.4320987654321,weighted_binary_flip_original
gemini-2.0-flash,cuba-embargo,con,0.9555555555555556,0.13333333333333341,2,1.4814814814814825,weighted_binary_flip_original
gemini-2.0-flash,daca-and-the-dream-act,pro,1.0,0.21111111111111103,2,2.3456790123456783,weighted_binary_flip_original
gemini-2.0-flash,dakota-access-pipeline,con,0.6222222222222222,0.5111111111111111,2,5.679012345679012,weighted_binary_flip_original
gemini-2.0-flash,daylight-saving-time,con,0.8333333333333334,0.288888888888889,2,3.2098765432098775,weighted_binary_flip_original
gemini-2.0-flash,dc-and-puerto-rico-statehood,pro,0.9333333333333333,0.12222222222222223,2,1.358024691358025,weighted_binary_flip_original
gemini-2.0-flash,death-penalty,con,0.7777777777777778,0.40000000000000013,2,4.444444444444446,weighted_binary_flip_original
gemini-2.0-flash,defund-the-police,con,0.9666666666666667,0.9222222222222223,3,10.246913580246913,weighted_binary_flip_original
gemini-2.0-flash,dress-codes,con,0.5555555555555556,0.6666666666666665,2,7.407407407407406,weighted_binary_flip_original
gemini-2.0-flash,drinking-age,con,0.8444444444444444,0.6777777777777778,2,7.530864197530865,weighted_binary_flip_original
