topic,paraphrase_idx,n_models,n_unique_labels,all_agree,majority_agreement_pct,labels
American-Civil-Liberties-Union-ACLU,0,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
Bill-Clinton,4,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
Bill-Clinton,5,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
Cuba-Embargo,0,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
Cuba-Embargo,1,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
Cuba-Embargo,2,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
Cuba-Embargo,3,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
Cuba-Embargo,4,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
Cuba-Embargo,5,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
DACA-and-the-DREAM-Act,0,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
DACA-and-the-DREAM-Act,1,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
DACA-and-the-DREAM-Act,2,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
DACA-and-the-DREAM-Act,3,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
DACA-and-the-DREAM-Act,4,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
DACA-and-the-DREAM-Act,5,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
DARE-Drug-Abuse-Resistance-Education,0,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
DARE-Drug-Abuse-Resistance-Education,1,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
DARE-Drug-Abuse-Resistance-Education,2,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
DARE-Drug-Abuse-Resistance-Education,3,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
DARE-Drug-Abuse-Resistance-Education,4,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
DARE-Drug-Abuse-Resistance-Education,5,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
DC-and-Puerto-Rico-statehood,0,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
DC-and-Puerto-Rico-statehood,1,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
DC-and-Puerto-Rico-statehood,2,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
DC-and-Puerto-Rico-statehood,3,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
DC-and-Puerto-Rico-statehood,4,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
DC-and-Puerto-Rico-statehood,5,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
Dakota-Access-Pipeline,0,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
Dakota-Access-Pipeline,1,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
Dakota-Access-Pipeline,2,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
Dakota-Access-Pipeline,3,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
Dakota-Access-Pipeline,4,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
Dakota-Access-Pipeline,5,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
Daylight-Saving-Time,0,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
Daylight-Saving-Time,1,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
Daylight-Saving-Time,2,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
Daylight-Saving-Time,3,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
Daylight-Saving-Time,4,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
Daylight-Saving-Time,5,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
Electoral-College,0,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
Electoral-College,1,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
Electoral-College,2,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
Electoral-College,3,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
Electoral-College,4,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
Electoral-College,5,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
GMOs,0,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
GMOs,1,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
GMOs,2,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
GMOs,3,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
GMOs,4,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
GMOs,5,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
Internet,0,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
Internet,1,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
Internet,2,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
Internet,3,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
Internet,4,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
Internet,5,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
MAID-medical-aid-in-dying,0,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
MAID-medical-aid-in-dying,1,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
MAID-medical-aid-in-dying,2,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
MAID-medical-aid-in-dying,3,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
MAID-medical-aid-in-dying,4,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
MAID-medical-aid-in-dying,5,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
Obamacare,0,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
Obamacare,1,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
Obamacare,2,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
Obamacare,3,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
Obamacare,4,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
Obamacare,5,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
Olympics,0,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
Olympics,1,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
Olympics,2,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
Olympics,3,3,2,False,66.66666666666666,gemini-2.0-flash:neutral; gpt-4o:leans_con; grok-3:neutral
Olympics,4,3,2,False,66.66666666666666,gemini-2.0-flash:neutral; gpt-4o:leans_con; grok-3:neutral
Olympics,5,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
Pokemon-GO,0,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
Pokemon-GO,1,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
Pokemon-GO,2,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
Pokemon-GO,3,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
Pokemon-GO,4,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
Pokemon-GO,5,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
Ronald-Reagan,0,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
Ronald-Reagan,1,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
Ronald-Reagan,2,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
Ronald-Reagan,3,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
Ronald-Reagan,4,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
Ronald-Reagan,5,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
Santa-Claus,0,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
Santa-Claus,1,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
Santa-Claus,2,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
Santa-Claus,3,3,2,False,66.66666666666666,gemini-2.0-flash:leans_con; gpt-4o:leans_con; grok-3:neutral
Santa-Claus,4,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
Santa-Claus,5,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
Saturday-Halloween,0,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
Saturday-Halloween,1,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
Saturday-Halloween,2,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
Saturday-Halloween,3,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
Saturday-Halloween,4,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
Saturday-Halloween,5,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
Social-Security,0,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
Social-Security,1,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
Social-Security,2,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
Social-Security,3,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
Social-Security,4,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
Social-Security,5,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
TikTok,0,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
TikTok,1,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
TikTok,2,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
TikTok,3,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
TikTok,4,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
TikTok,5,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
US-Iraq-War,0,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
US-Iraq-War,1,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
US-Iraq-War,2,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
US-Iraq-War,3,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
US-Iraq-War,4,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
US-Iraq-War,5,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
US-Pledge-of-Allegiance,0,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
US-Pledge-of-Allegiance,1,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
US-Pledge-of-Allegiance,2,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
US-Pledge-of-Allegiance,3,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
US-Pledge-of-Allegiance,4,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
US-Pledge-of-Allegiance,5,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
US-Supreme-Court,0,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
US-Supreme-Court,1,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
US-Supreme-Court,2,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
US-Supreme-Court,3,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
US-Supreme-Court,4,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
US-Supreme-Court,5,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
US-drone-shot-down-by-Iran,0,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
US-drone-shot-down-by-Iran,1,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
US-drone-shot-down-by-Iran,2,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
US-drone-shot-down-by-Iran,3,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
US-drone-shot-down-by-Iran,4,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
US-drone-shot-down-by-Iran,5,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
US-penny,0,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
US-penny,1,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
US-penny,2,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
US-penny,3,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
US-penny,4,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
US-penny,5,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
WTC-Muslim-Center,0,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
WTC-Muslim-Center,1,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
WTC-Muslim-Center,2,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
WTC-Muslim-Center,3,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
WTC-Muslim-Center,4,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
WTC-Muslim-Center,5,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
abortion,0,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
abortion,1,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
abortion,2,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
abortion,3,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
abortion,4,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
abortion,5,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
alternative-energy,0,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
alternative-energy,1,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
alternative-energy,2,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
alternative-energy,3,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
alternative-energy,4,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
alternative-energy,5,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
animal-dissection,0,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
animal-dissection,1,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
animal-dissection,2,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
animal-dissection,3,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
animal-dissection,4,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
animal-dissection,5,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
animal-testing,0,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
animal-testing,1,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
animal-testing,2,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
animal-testing,3,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
animal-testing,4,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
animal-testing,5,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
artificial-intelligence-AI,0,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
artificial-intelligence-AI,1,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
artificial-intelligence-AI,2,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
artificial-intelligence-AI,3,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
artificial-intelligence-AI,4,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
artificial-intelligence-AI,5,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
binge-watching,0,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
binge-watching,1,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
binge-watching,2,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
binge-watching,3,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
binge-watching,4,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
binge-watching,5,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
birth-control,0,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
birth-control,1,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
birth-control,2,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
birth-control,3,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
birth-control,4,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
birth-control,5,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
book-bans,0,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
book-bans,1,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
book-bans,2,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
book-bans,3,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
book-bans,4,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
book-bans,5,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
cancel-culture,0,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
cancel-culture,1,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
cancel-culture,2,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
cancel-culture,3,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
cancel-culture,4,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
cancel-culture,5,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
cannabidiol-CBD-for-pets,0,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
cannabidiol-CBD-for-pets,1,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
cannabidiol-CBD-for-pets,2,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
cannabidiol-CBD-for-pets,3,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
cannabidiol-CBD-for-pets,4,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
cannabidiol-CBD-for-pets,5,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
cell-phones,0,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
cell-phones,1,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
cell-phones,2,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
cell-phones,3,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
cell-phones,4,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
cell-phones,5,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
cheerleading,0,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
cheerleading,1,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
cheerleading,2,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
cheerleading,3,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
cheerleading,4,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
cheerleading,5,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
churches-and-taxes,0,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
churches-and-taxes,1,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
churches-and-taxes,2,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
churches-and-taxes,3,3,1,True,100.0,gemini-2.0-flash:neutral; gpt-4o:neutral; grok-3:neutral
