evidence_hashes,evidence_text,n_models,median_shift,mean_shift,median_abs_shift,mean_abs_shift,sign_agreement_rate,between_model_std,char_count,word_count,sentence_count,digit_count,number_density,avg_word_length,avg_sentence_length_words,syllable_count_est,flesch_kincaid_grade_est,has_number,has_percent,has_source_cue,has_uncertainty,has_causal_language,has_normative_language,has_policy_legal_terms,has_health_safety_terms,has_economic_terms,has_comparative_language,has_negation,has_citation_marker,has_question_mark,has_quote_mark,has_statistics,has_source,percent_count,source_cue_count,normative_cue_count,stats_term_count,citation_count,percent_count_per_100_words,source_cue_count_per_100_words,normative_cue_count_per_100_words,citation_count_per_100_words,stats_cue_count_per_100_words,has_strict_source,has_strict_statistics
28ebc0a68f9f29b0826a932eede19dedff23c5860a49d55a15d8dffa6ee74a86,"""Undoubtedly yes, the world must accelerate its transition to renewable energy....Cost is no longer a major barrier for renewables; intermittency is. So we need to develop technologies to store energy for periods of little or no wind or sunshine. Batteries are one answer, but they face scale, resource availability and environmental challenges. An alternative is to use spare capacity at times of high renewable availability to split water into oxygen and hydrogen. The hydrogen can then generate electricity or drive heavy transport, aircraft or processes not easy to electrify.""
- The New York Times , ""Climate and Energy Experts Debate How to Respond to a Warming World,"" nytimes.com, Oct. 7, 2019",5,-0.2514285714285714,-0.19285930334651133,0.2514285714285714,0.2156550022712425,0.8,0.14184462891698402,701,111,8,5,0.007132667617689016,5.324324324324325,13.875,220,13.208637387387387,True,False,False,False,True,True,False,False,True,False,True,False,False,True,True,False,0,0,2,0,0,0.0,0.0,1.8018018018018018,0.0,4.504504504504505,False,False
292710d3a16c5db8de6184a81932df64425c4a59ad58344b292042edf0999220,"-


Every state that has or is considering constitutional carry legislation was or is a shall-issue state, meaning the state will always issue a permit if basic requirements are met. Those same basic requirements apply to constitutional carry: minimum age and no felony convictions, for example. Eliminating the need for a permit eliminates redundant government bureaucracy and red tape. [27]

Eliminating the permit also eliminates financial barriers. And, as the National Rifle Association's (NRA) Dave Kopel and Alexander Adams note, ""constitutional carry also eliminates the possibility of bias against any racial, gender or socioeconomic groups in the permitting process."" [27]

""Even if we ignore the faulty logic that a constitutionally protected right should only come with a permit from the government, we cannot ignore the harm this does to people in lesser economic positions. Here's a hypothetical situation: A woman in Ohio is experiencing a domestic abuse situation and is fearful for her life. This woman will be required to spend an average of $200 for the necessary training and application fees that come with a concealed handgun license. If she needs an emergency permit before getting training, she will spend about $50 more for the temporary license. This is an unacceptable financial burden for this woman who is merely trying to protect herself; really, an unacceptable burden on anybody in a lesser economic position who is trying to protect their loved ones,"" explains attorney and shooting instructor Deron M. Boring. [28]
Citations:
[28] Deron M. Boring, ""Constitutional Carry - What Is It and Should It Be Legal?,"" shootingclasses.com, Sep. 3, 2021
[27] Dave Kopel and Alexander Adams, ""The Statistical Truth About the Impact of Constitutional Carry,"" americas1stfreedom.org, May 2, 2022",1,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,1.0,,1815,281,16,26,0.014325068870523415,5.448398576512456,17.5625,537,13.809552935943064,True,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True,0,0,2,1,5,0.0,0.0,0.7117437722419929,1.7793594306049823,9.608540925266905,True,False
2927ac7ffccb5df24472ee7530c6d3b82c2419d590d71739b336e6c25693da22,"U.S. Rep. August Pfluger (R-TX)

For years, liberal mayors and governors have proudly interfered with the enforcement of federal immigration law by declaring their regions 'Sanctuary Cities.' Now, they are begging for more federal funding to manage the influx of illegal aliens due to President Biden's border crisis. Under no circumstances should a state or local government that flouts federal law be entitled to hardworking taxpayer dollars. Defund sanctuary cities-not the police. [56]
Citations:
[56] August Pfluger, ""Pfluger Introduces No Funding for Sanctuary Cities Act"" (Feb. 1, 2024), pfluger.house.gov",5,-0.4123188405797102,-0.36101921306100343,0.4123188405797102,0.36101921306100343,1.0,0.33838854267511426,612,89,10,9,0.014705882352941176,5.876404494382022,8.9,165,9.757404494382026,True,False,False,False,True,True,True,False,False,True,True,True,False,True,True,True,0,0,1,0,2,0.0,0.0,1.1235955056179776,2.247191011235955,10.112359550561798,True,False
292bfc4004dce402a7cebf69a80770ccd07400fac623abcf5f3174091a40d97c,"Andrew Wheeler, administrator of the Environmental Protection Agency

We can protect human health and the environment by using cutting-edge, ethically sound science in our decision-making that efficiently and cost-effectively evaluates potential effects without animal testing. [180]
Citations:
[180] Andrew Wheeler, ""Directive to Prioritize Efforts to Reduce Animal Testing,"" fda.gov, September 10, 2019",5,-0.2632850241545894,-0.17436733161573917,0.2632850241545894,0.18712650226964667,0.8,0.1661916818323732,404,52,2,12,0.0297029702970297,6.769230769230769,26.0,116,20.873076923076926,True,False,False,False,False,True,False,True,True,False,True,True,False,True,True,True,0,0,1,0,2,0.0,0.0,1.9230769230769231,3.8461538461538463,23.076923076923077,True,False
292cba3fa50d6026e295a310e1611d118f2030cb5949d538ee34c32674c05e4a,"Fur farming and wild trapping are not sustainable or humane; neither is making faux fur from plastics. Wearing fur, real or fake, vintage or new, simply perpetuates unsustainable industries and quashes innovation, because the fashion business isn't being forced to find sustainable options. [31]

Globally, ""fast fashion"" produces 80 billion pieces of clothing annually, 85% of which ends up in landfills. In the United States 20% of clothing is never worn. In the United Kingdom, that percentage is a whopping 50%. And the fashion industry emits 10% of human-caused greenhouse gas emissions along with 20% of wastewater worldwide. [41] [42]

Fur sales bans are one way to force fashion brands and consumers to make better choices. Fashion editor Jenna Igneri says it's easy to ""opt for another sustainable outerwear option, such as a non-animal-fur coat made of recycled materials or vintage wool. If you can't resell Grandma's mink with a good conscience, arguing that whoever wears it next will be perpetuating the problem, know that there are plenty of other options than simply keeping it packed away in the deepest depths of your closet. For example,...there are organizations that repurpose old furs as bedding for rescued wildlife, which is a great (and...much cuter) option."" [31]

The fashion business needs a sustainable overhaul, and fur is a good place to start. ""Fashion is often said to both reflect and lead culture-the industry has a once-in-history opportunity to demonstrate that creativity and respect for boundaries can lead to authentic sustainability,"" says Timberland's former chief operating officer Kenneth P. Pucker. [43]
Citations:
[41] Renee Cho, ""Why Fashion Needs to Be More Sustainable,"" news.climate.columbia.edu, June 10, 2021
[31] Jenna Igneri, ""Fur Might Finally Be Cancelled-But Red Paint Didn't Do It,"" refinery29.com, Jan 22, 2020
[42] Emma Ross, ""Fast Fashion Getting Faster: A Look at the Unethical Labor Practices Sustaining a Growing Industry,"" studentbriefs.law.gwu.edu, Oct. 28, 2021
[43] Kenneth P. Pucker, ""The Myth of Sustainable Fashion,"" hbr.org, Jan. 13, 2022",5,-0.22595769010863342,-0.14422057565052188,0.22595769010863342,0.17952964555231277,0.8,0.16866791432637576,2110,325,26,56,0.026540284360189573,5.486153846153846,12.5,563,9.72623076923077,True,True,False,True,True,False,True,False,False,True,True,True,False,True,True,True,6,0,0,0,9,1.8461538461538463,0.0,0.0,2.769230769230769,17.23076923076923,True,True
29403b948bea177a62f77c52648dc1795f7d87db8f29c6758177887e02647e82,"While the potential cost of reparations is abstract without a definite plan, one estimate figured by William A. Darity, Jr., an economist at Duke University, and Kirsten Mullen, a folklorist, based on Sherman's ""40 acres and a mule"" order put the 2019 cost at $80,000 per Black American descended from enslaved people, or approximately $2.6 trillion taxpayer dollars if estimating for about 30 million descendants of enslaved people. That estimate is about 55 percent of the $4.7 trillion U.S. budget for 2019. [40]

Financial writer Brett Arends took another approach to calculations, using the values assigned to generations of enslaved people in 1800, 1830, and 1860 and adding interest, resulting in a $16 trillion price tag for reparations. At the time of this 2019 calculation the entire U.S. national debt was $22 trillion. [41]

Beyond the financial difficulty of implementing reparations, there is the question of who would receive payments. Oprah Winfrey can trace her lineage to 19th-century slaves, but she's worth an estimated $2.6 billion. Does her net worth negate a reparations payment? [40] [42]

Then there is the trouble of determining who is a descendant of enslaved people. Barack Obama, though African American, does not have Black American ancestry because his father was Kenyan and his American mother was white. [40]

Many biracial people or more recent Black immigrants, though not descendants of American enslaved people, may have suffered the societal leavings of slavery but may not be included in reparations payments.

Further, Ancestry.com notes the unique difficulties of tracing Black American ancestry in the South to prove slave ancestors, including ""family members' name and nickname changes, the passage of enslaved people from one family member to another without a deed of sale, and the dispersion of family members who were sold away from the rest of their families."" [43]

The article continued, ""When slaves arrived on American shores, they often were given the surname of their first owner, if they had a surname at all. Others did not take the slave owner's name until after Emancipation. As former slaves grew accustomed to their freedom in the years after the Civil War, many rejected their former owners' names and created new surnames for themselves."" Simply proving one is a definitive ancestor of slavery may be difficult. [43]

Finally, as Joe Biden asked of reparations in 2020, ""[W]ill it include Native Americans as well?"" According to one estimate, reparations to Indigenous Americans would cost another $35 trillion. [41] [44]

Simply determining who is eligible for reparations could come with a hefty price tag.
Citations:
[44] Seth McLaughlin, ""Joe Biden Wants Reparations for Blacks Expanded to Include Native Americans"" (June 10, 2020), washingtontimes.com
[40] Patricia Cohen, ""What Reparations for Slavery Might Look Like in 2019"" (May 23, 2019), nytimes.com
[41] Brett Arends, ""Opinion: The Math on Reparations: Total Cost of $51 Trillion and a Tripling of the National Debt"" (June 27, 2019), marketwatch.com
[43] Erika Manternach, ""Professional Genealogist Offers Advice on Tracing African-American Roots"" (October 5, 2017), ancestry.com
[42] Shana Lebowitz and Hillary Hoffower, ""Oprah Winfrey Built a $2.6 Billion Fortune off of Her Beloved Talk Show. From a $25 Million Private Jet to Multiple Island Homes, Here's How the Media Mogul Makes and Spends Her Fortune"" (June 19, 2020), businessinsider.com",5,-0.6168406402226861,-0.379406234443172,0.6168406402226861,0.4446383904402286,0.6,0.425439026353676,3470,541,35,120,0.0345821325648415,5.401109057301294,15.457142857142857,967,11.529967784526011,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,1,0,0,0,14,0.18484288354898337,0.0,0.0,2.587800369685767,22.181146025878004,True,True
29754c2afdd8661a9a7e0c7112ca62317d143211edb68fe0f7ad6fd533405da2,"If video games were culpable for real-world violence, Japan-the source of so many video games and where the gamer culture is deeply engrained-would have an extraordinarily high crime rate. Instead, though the Japanese consume video games at similar rates to Americans, Japan has a nearly nonexistent violent crime rate. [28] [42]

""Games have only become more realistic. The players of games and violent games have only become more diverse. And they're played all around the world now,"" explains Andrew Przybylski of Oxford University. ""But the only place where you see this kind of narrative still hold any water, that games and violence are related to each other, is in the United States."" [29]

""Since their inception, video games have served as a source of moral panic and a convenient scapegoat for acts of spectacular violence [in the United States]. But placing the blame on video games only allows us to avoid reckoning with the deeper roots of violence and grappling with a broken culture,"" explains cultural historian Carly A. Kocurek. [30]

Kocurek notes that video games are blamed because people ""want a manageable solution to a complex problem and because they are unwilling to consider broader culpability that would implicate not one set of products, but our culture as a whole. Such assertions enable politicians to ignore the culpability of lax gun regulations, white supremacy , misogyny , anti-Semitism and other bigotries rooted deep in contemporary society."" [30]

As the American Psychological Association concluded in 2020, ""Violence is a complex social problem that likely stems from many factors that warrant attention from researchers, policy makers and the public. Attributing violence to violent video gaming is not scientifically sound and draws attention away from other factors."" [32]

In other words, it's easier to blame video games and to pass regulations to control them than it is to take a hard look at the traditions, beliefs, and social factors causing American violence.
Citations:
[42] Logan Seacrest, ""The Hidden Trade-Offs of Japan's Crime-Free Society"" (November 26, 2024), rstreet.org
[29] Arman Azad, ""Video Games Unlikely to Cause Real-World Violence, Experts Say"" (August 5, 2019), cnn.com
[28] NewZoo, ""Top Countries and Markets by Video Game Revenues"" (accessed April 30, 2025), newzoo.com
[32] American Psychological Association, ""APA Reaffirms Position on Violent Video Games and Violent Behavior"" (March 3, 2020), apa.org
[30] Carly Kocurek, ""Why We Scapegoat Video Games for Mass Violence and Why Its a Mistake"" (August 9, 2019) washingtonpost.com",1,-0.11413748378728922,-0.11413748378728922,0.11413748378728922,0.11413748378728922,1.0,,2602,404,19,53,0.020368946963873945,5.430693069306931,21.263157894736842,745,14.462532569046381,True,False,False,True,True,True,True,False,False,True,True,True,False,True,True,True,0,0,1,2,11,0.0,0.0,0.24752475247524752,2.722772277227723,13.613861386138614,True,False
2988e95ca6458cf141023d53eed6434fa68540a780037f34a00a0f85bb08d668,"Kiara Taylor, a financial expert, defined the digital divide as ""the gap between demographics and regions that have access to modern information and communications technology and those that don't. Though the term now encompasses the technical and financial ability to utilize available technology-along with access (or a lack of access) to the Internet-the gap it refers to is constantly shifting with the development of technology."" For students, this is often called the homework gap. [50] [51]

30 percent (about 15-16 million) public school students either did not have an adequate Internet connection or an appropriate device, or both, for distance learning. Completing homework for these students is more complicated (having to find a safe place with an Internet connection, or borrowing a laptop, for example) or impossible. [51]

A Hispanic Heritage Foundation study found that 96.5 percent of students across the country needed to use the Internet for homework, and nearly half reported they were sometimes unable to complete their homework due to lack of access to the Internet or a computer, which often resulted in lower grades. [37] [38]

One study concluded that homework increases social inequality because it ""potentially serves as a mechanism to further advantage those students who already experience some privilege in the school system while further disadvantaging those who may already be in a marginalized position."" [39]
Citations:
[39] Amy Lutz and Lakshmi Jayaram, ""Getting the Homework Done: Social Class and Parents' Relationship to Homework,"" International Journal of Education and Social Science (June 2015)
[50] Kiara Taylor, ""Digital Divide"" (February 12, 2022), investopedia.com
[37] Claire McLaughlin, ""The Homework Gap: The 'Cruelest Part of the Digital Divide'"" (Apr.il20, 2016), neatoday.org
[38] Doug Levin, ""This Evening's Homework Requires the Use of the Internet"" (May 1, 2015), edtechstrategies.com
[51] Marguerite Reardon, ""The Digital Divide Has Left Millions of School Kids Behind"" (May 5, 2021) cnet.com",5,-0.6244791666666666,-0.5818811044408638,0.6244791666666666,0.6040298647714424,0.8,0.38538382183842157,2047,307,13,57,0.02784562774792379,5.6612377850162865,23.615384615384617,575,15.72097719869707,True,True,True,True,True,False,False,False,False,True,True,True,False,True,True,True,2,2,0,0,11,0.6514657980456026,0.6514657980456026,0.0,3.583061889250814,18.566775244299674,True,True
299d99e9d1f8b83151285fe63bf532d67993ff12a8751f588f937acf49352db7,"A U.S. Senate report cited student activism and protests as reasons for lowering the voting age to 18 in the 1970s during the Vietnam War: ""We must channel these energies into our political system and give young people the real opportunity to influence our society in a peaceful and constructive manner."" [33]

Students today live under threats to their futures, such as school shootings and climate change, and they deserve to have influence over their elected officials beyond the protests they've organized. [34]

Sofie Whitney, a survivor of the school shooting in Parkland, Florida, says, ""If 16-year-old students are old enough to be affected by the laws, and realize that there is a problem, then they should have the power to help change it."" Adds 16-year-old Elijah Robinson, in a statement highlighted on the website of Vote16USA, a major advocate for allowing younger people to vote, ""16-year-olds deal with peer pressure, gun violence, drugs, bullying and more. We're mature enough to rise above all of that, and we do have a voice."" [35] [55]

Moreover, the age of 16 is when people's relationship with the law changes as they often start driving, working, and paying taxes. Furthermore, in most states, 16-year-olds can be emancipated from their parents and live independently. [36] [37] [38] [49]
Citations:
[37] Hannah Grabenstein, ""Should 16-Year-Olds Be Allowed to Vote?,"" pbs.org, Apr. 20, 2018
[49] James A. Anderson, ""Why We Should Lower the Voting Age to 16,"" nextcity.org, July 20, 2020
[36] Eric Zorn, ""It's Only Logical - 16-Year-Olds Should Have the Right to Vote,"" chicagotribune.com, Apr. 26, 2018
[55] Elijah Robinson, vote16usa.org (accessed April 29, 2025)
[35] Rainesford Stauffer, ""These Teens Marched for Gun Laws. They Were Just Getting Warmed Up.,"" thinkprogress.org, May 29, 2018
[34] Washington Post Editorial Board, ""Give a Lower Voting Age a Try,"" washingtonpost.com, Apr. 13, 2018
[33] Justia, Jolicoeur v. Mihaly , law.justia.com, 1971
[38] FindLaw, ""Emancipation of Minors Basics,"" family.findlaw.com (accessed Nov. 1, 2018)",4,0.12908650937689053,0.118749220555955,0.12908650937689053,0.12513954870794117,0.75,0.1280128183439667,2067,325,28,103,0.049830672472181904,5.3538461538461535,11.607142857142858,528,8.107247252747253,True,False,True,True,False,True,True,False,False,True,False,True,True,True,True,True,0,1,2,0,16,0.0,0.3076923076923077,0.6153846153846154,4.923076923076923,31.692307692307693,True,False
29cc57881ddeebeec4bb92370f311199c4a63b03cc769cda6b4c9e8d0d44d621,"Binging fosters a sense of community around a show, something experts call a ""shared cultural space."" This common ground allows viewers to discuss and enjoy the show with everyone from a coworker to the stranger in line at the grocery store. This shared space makes it easier to relate to other people and share personal perspectives. [6] [7] [8]

Romantic relationships can also be strengthened by binge-watching together, because it serves as a fun activity that creates a shared interest and offers an easy way to spend time together. Licensed professional counselor Heidi McBain said that ""if both people are partaking without distractions, laughing together, holding hands...quality time is being fostered."" [9]

A study published in the Journal of Social and Personal Relationships found that binge-watching can help long-distance relationships by replacing shared activities such as going to dinner together and having mutual friends. [10]

According to a 2024 study, ""binge-watching goes against this typical notion that it is something that results from a lack of self-control. When we think of the word [binge], we think of problematic impulsive behavior that you do not have control over like binge-eating and binge-drinking, but it's not like that with binge-watching,"" explained Vinod Venkatraman, associate professor in marketing at Temple University. ""In most instances, viewers are planning to binge-watch ahead of time, and that is one of the first significant contributions of this research because it's the opposite of what you think of when you hear the word 'binge.'"" Often, binges are shared with friends, promoting chats about the show and positive social interactions. [38]
Citations:
[8] Danielle Page, ""What Happens to Your Brain When You Binge-Watch a TV Series,"" nbcnews.com, Nov. 4, 2017
[9] Kylie Fitch, ""Is Binge-Watching TV Together Good for Your Relationship,"" rewire.org, May 2, 2018
[6] Grant McCraken, ""From Arrested Development to Dr. [sic] Who, Binge Watching Is Changing Our Culture,"" wired.com, May 24, 2013
[10] Sarah Gomillion, ""The Hidden Relationship Benefits of Binge-Watching,"" scientificamerican.com, Oct. 25, 2017
[38] Stephen Orbanek, ""Don't Impinge the Binge: Why Viewers Choose to Binge-Watch Television Series,"" news.temple.edu, June 18, 2024
[7] Chelsea Stone, ""How Unhealthy Is Binge Watching? Press Pause and Read On,"" rd.com (accessed Dec. 12, 2018)",5,0.33207547169811324,0.233172699877478,0.33207547169811324,0.30947955663239995,0.8,0.2576263965581399,2405,365,23,54,0.022453222453222454,5.583561643835616,15.869565217391305,638,11.224883859440144,True,False,True,True,True,False,False,False,False,False,True,True,True,True,True,True,0,3,0,0,12,0.0,0.821917808219178,0.0,3.287671232876712,14.794520547945206,True,False
29e9c317ab7f6ae490aa9fb18b437d755bac2130f960c698fe5f8c8517022ca7,"The amount of solar energy received by the earth goes up and down in cycles, but overall there is no net change since the 1950s. There has, however, been a big increase in global temperatures that is too large to attribute to the sun. For this reason, NASA and other scientists say the sun is not responsible for global warming. [28] The sun has had only a minor effect on the Northern Hemisphere climate over the past 1,000 years, and global warming from human-produced greenhouse gases has been the primary cause of climate change since 1900. [26] A study found that solar activity could not have contributed to more than 10% of the observed global warming over the 20th century. [27]
Citations:
[27] T. Sloan and A.W. Wolfendale, ""Cosmic Rays, Solar Activity and the Climate,"" Environmental Research Letters , Nov. 7, 2013
[26] Andrew P. Schurer, Simon F. B. Tett, and Gabriele C. Hegerl, ""Small Influence of Solar Variability on Climate over the Past Millennium,"" Nature Geoscience , Dec. 22, 2013
[28] NASA, ""Is the Sun Causing Global Warming?,"" nasa.gov (accessed Apr. 1, 2020)",5,-0.26393270241850675,-0.20336416887533817,0.26393270241850675,0.23068764999192276,0.8,0.15468919481335006,1083,184,17,44,0.040627885503231764,4.891304347826087,10.823529411764707,286,6.972480818414326,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,1,1,1,0,6,0.5434782608695652,0.5434782608695652,0.5434782608695652,3.260869565217391,23.91304347826087,True,True
2a3278e1e6e1845b94334b244b4a040ec9bd6b8cf59ddd359790643be2c903d1,"James Rogers, senior counsel with America First Legal

Sanctuary policies are against the law, make a mockery of America's democratic principles, and demonstrate a shocking disrespect for our Constitution and our citizens. The officials in charge of sanctuary jurisdictions have no excuse and must be held accountable. [54]
Citations:
[54] Wendy Fry and Jeanne Kuang, ""Trump Allies Warn California Leaders They Could Go to Prison over Sanctuary City Laws"" (Dec. 27, 2024), calmatters.org",5,-0.39730496453900704,-0.3703972283056786,0.39730496453900704,0.3715083394167897,0.8,0.34062608688907436,487,73,4,10,0.02053388090349076,5.671232876712328,18.25,136,13.511061643835617,True,False,False,True,False,True,True,False,False,False,True,True,False,True,True,True,0,0,1,0,2,0.0,0.0,1.36986301369863,2.73972602739726,13.698630136986301,True,False
2a3e39a47109d9e5186587913950b8a3918e78ba8f939538ea953db396f47a9f,"""The fact that these guys consider themselves athletes at all is evidence of a seismic shift in the landscape. Ultimately, these young guns took a page out of Tiger's book and literally beat him at his own game, putting as much effort into their core as they do into their chip shots. Though golf may still be considered a leisure sport, the sheer power Rory McIlroy exhibits when driving a ball 350 yards off the tee looks like anything but a walk in the park. (Or, you know, 436 yards.) With the results to prove that fitness leads to wins, this new generation of planking, squatting, deadlifting golfers have finally erased the stigma that golf is just for fat old men.""
Citations:",5,-0.26386554621848735,-0.20765832912405696,0.26386554621848735,0.22130662308731158,0.8,0.13526301953996525,684,122,5,6,0.008771929824561403,4.614754098360656,24.4,182,11.529278688524595,True,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,0,0,0,0,0,0.0,0.0,0.0,0.0,4.918032786885246,False,False
2a43f52050b0779ad7008b7de8b1dc00a9019b8aa5a113a77ed8e8aec7899136,"Police body worn cameras offer transparency and accountability to the public, which is an attempt to ""mend that frayed relationship between the police and the community,"" according to former New York Governor Andrew Cuomo. [56] [57] [58]

Video recorded from police body cameras can be used to train new and existing officers in how to perform during difficult encounters with the public. The Miami Police Department has been using body cameras for training since 2012. Former police major Ian Moffitt states, ""We can record a situation, a scenario in training, and then go back and look at it and show the student, the recruit, the officer what they did good, what they did bad, and [what they can] improve on."" [17]

Amid the Black Lives Matter protests after the death of George Floyd, a June 2020 Reuters/Ipsos poll found 92% of Americans wanted federal police officers to wear body cams. A July 2020 University of Maryland School of Public Policy survey found 90% support for all police officers being required to wear body cameras, including 85% of Republicans, 86% of independents, and 94% of Democrats. [54] [55]
Citations:
[57] Ton Lutey, ""Daines Backs Police Reform Bill That Includes More Body Cameras and Accountability,"" billingsgazette.com, June 18, 2020
[58] Andrew Cuomo, ""Governor Cuomo Signs Legislation Requiring New York State Police Officers to Wear Body Cameras and Creating the Law Enforcement Misconduct Investigative Office,"" governor.ny.gov, June 16, 2020
[54] Chris Kahn, ""Exclusive: Most Americans, Including Republicans, Support Sweeping Democratic Police Reform Proposals - Reuters/Ipsos Poll,"" reuters.com, June 11, 2020
[17] Michael D. White, ""Police Officer Body-Worn Cameras: Assessing the Evidence,"" nicic.gov, 2014
[55] Nolan D. McCaskill, ""Americans Agree on Police Reforms That Have Divided Washington, New Poll Shows,"" politico.com, July 14, 2020
[56] Carl E. Heastie, ""Assembly Passes Legislation to Require Body Cameras for All New York State Police Officers,"" nyassembly.gov, June 9, 2020",1,-0.3264367816091954,-0.3264367816091954,0.3264367816091954,0.3264367816091954,1.0,,2030,312,16,79,0.03891625615763547,5.503205128205129,19.5,555,13.005384615384617,True,True,True,False,False,False,True,False,False,True,False,True,False,True,True,True,5,2,0,0,12,1.6025641025641026,0.6410256410256411,0.0,3.8461538461538463,25.32051282051282,True,True
2ac0ce08615f301cb8ea1b037219da0baa1a2b20ea2367234eb1074b8a58b56a,"Students have the opportunity to interact with other students and faculty, join student organizations and clubs, and take part in discussions and debates.

""American children party [in college]. But you know something, by partying, they learn social skills. They learn how to interact with each other....They develop skills which make them innovative. Americans are the most innovative people in the world because of the education system,"" according to Vivek Wadhwa, technology entrepreneur and scholar. [7] [16] [18]

According to Arthur Chickering's ""Seven Vectors"" student development theory, ""developing mature interpersonal relationships"" is one of the seven stages students progress through as they attend college. Students ranked ""interpersonal skills"" as the most important skill used in their daily lives in a survey of 11,000 college students. [7] [16] [18]

Students live, go to classes, and socialize with other students from around the world and learn from professors with a variety of expertise. The community of people on a college campus means students are likely to make diverse friends and business connections and, potentially, find a partner and life-long friends. Access to a variety of people allows college students to learn about different cultures, religions, and personalities they may have not been exposed to in their hometowns, which broadens their knowledge and perspective. [106]

College students are also more civic-minded. According to the Bureau of Labor Statistics, 43 percent of college graduates did volunteer work, compared to 19 percent of high-school graduates and 27 percent of adults in general. They And, college graduates are more likely to vote, and even more likely to have donated blood in the past year (9 percent) than people with some college (6 percent), high-school graduates (4 percent), and people who did not complete high school (2 percent). [11] [21] [22] [23] [287]

Additionally, college graduates attract higher-paying employers to their communities. A 1 percent increase in college graduates in a community increases the wages of workers without a high-school diploma by 1.9 percent and the wages of high-school graduates by 1.6 percent. Plus, college graduates have lower poverty rates and lower rates of reliance on public services due to their lower unemployment rates. [21] [28] [29]
Citations:
[7] U.S. Department of Education, ""Database of Accredited Programs and Institutions,"" ed.gov, Aug. 16, 2013
[28] Clive R. Belfield, Henry M. Levin, and Rachel Rosen, ""The Economic Value of Opportunity Youth,"" serve.gov, Jan. 2012
[287] ;Alyssa Shearer, ""What Makes the College-Educated More Likely to Vote?,"" blog.ucsusa.org, Aug. 28, 2023
[106] Kevin Eagan et al., ""The American Freshman: Fifty-Year Trends, 1966-2015,"" heri.ucla.edu, 2016
[23] Andrew Sum, et al, ""The Consequences of Dropping Out of High School: Joblessness and Jailing for High School Dropouts and the High Cost for Taxpayers,"" americaspromise.org, Oct. 2009
[16] Arthur Chickering, ""The Seven Vectors: An Overview,"" cabrini.edu (accessed Sep. 5, 2013)
[21] Sandy Baum and Jennifer Ma, ""Education Pays 2007: The Benefits of Higher Education for Individuals and Society,"" collegeboard.com, 2007
[18] 60 Minutes, ""Partying and Its Benefits,"" cbsnews.com, May 20, 2012
[22] Intelligence Squared US, ""Too Many Kids Go to College,"" intelligencesquaredus.org, Oct. 12, 2011
[11] Sandy Baum, Jennifer Ma, and Kathleen Pays, ""Education Pays 2010: The Benefits of Higher Education for Individuals and Society,"" collegeboard.com, 2010
[29] Derek Thompson, ""What's More Expensive Than College? Not Going to College,"" theatlantic.com, Mar. 27, 2012",2,-0.28372243839169903,-0.28372243839169903,0.28372243839169903,0.28372243839169903,1.0,0.023753651923127776,3667,547,46,146,0.039814562312517045,5.696526508226691,11.891304347826088,969,9.951082187425481,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,True,10,2,0,0,26,1.8281535648994516,0.3656307129798903,0.0,4.753199268738574,26.691042047531994,True,True
2acd3b2e88979efa63204bbc04f9ce6dbac3ed4b65cb2441b2b00c450183a371,"A paper published in Asia-Pacific Journal of Atmospheric Sciences found that some climate models overstated how much warming would occur from additional C02 emissions. [75] About 50% of the CO2 released by the burning of fossil fuels and other human activities has already been re-absorbed by the earth's carbon sinks. [118] From 2002-2011, 26% of human-caused CO2 emissions were absorbed specifically by the world's oceans. [61] A study published in the Proceedings of the National Academy of Sciences found evidence that forests are increasing their growth rates in response to elevated levels of CO2, [62] which will in turn, lower atmospheric CO2 levels.
Citations:
[62] Sean M. McMahon, Geoffrey G. Parker, and Dawn R. Miller, ""Evidence for a Recent Increase in Forest Growth,"" Proceedings of the National Academy of Sciences , Feb. 23, 2010
[75] Richard S. Lindzen and Yong-Sang Choi, ""On the Observational Determination of Climate Sensitivity and Its Implications,"" Asia-Pacific Journal of Atmospheric Sciences , 2011
[118] US Senate Minority Environment and Public Works Committee, ""US Senate Report: Over 400 Prominent Scientists Disputed Man-Made Global Warming Claims in 2007,"" epw.senate.go, Dec. 20, 2007
[61] Patrick Moore, ""Natural Resource Adaptation: Protecting Ecosystems and Economies,"" epw.senate.gov, Feb. 25, 2014",2,-0.6968641640283431,-0.6968641640283431,0.6968641640283431,0.6968641640283431,1.0,0.014707138780717078,1335,199,15,65,0.04868913857677903,5.71356783919598,13.266666666666667,356,10.693547738693468,True,True,True,True,False,False,False,False,False,True,False,True,False,True,True,True,2,2,0,0,8,1.0050251256281406,1.0050251256281406,0.0,4.0201005025125625,32.663316582914575,True,True
